Image,Label
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/504.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/675.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/67.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/578.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1098.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/172.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1160.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1164.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/466.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/975.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1210.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/820.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/631.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1171.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/732.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/482.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1188.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/311.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/968.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1271.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/587.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/27.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1247.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1000.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/32.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/938.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1078.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1208.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/79.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1147.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/321.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/398.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/624.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/866.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/165.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/663.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/115.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/899.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/300.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/844.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1130.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/178.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/449.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/84.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1259.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/576.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1006.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/439.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/129.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/498.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/577.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1284.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1291.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/58.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/429.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/889.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1049.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/138.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/615.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/533.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/543.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/71.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1170.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/44.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/403.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/935.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/250.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/903.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1119.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1059.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1008.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1197.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/220.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/819.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/505.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/781.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/779.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/25.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/920.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/919.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/192.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/656.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1015.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1154.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/832.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/13.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/537.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1099.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1026.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/358.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1232.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1010.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/850.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1061.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/75.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/967.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/796.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/658.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/98.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/390.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/405.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/826.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/689.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1117.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/146.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1151.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/393.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/565.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/487.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/712.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/495.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/755.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/563.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/699.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1239.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/305.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/614.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1204.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/798.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/836.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/360.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/774.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/805.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/913.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/329.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/743.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1200.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/345.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/118.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/809.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1184.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/806.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/860.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1082.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1177.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/617.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/804.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/381.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/189.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/415.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/288.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/643.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1163.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1058.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/865.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/112.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/681.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/175.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/186.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/211.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/909.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/148.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/1222.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Text Left/936.jpg,1
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/358.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/580.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/611.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/619.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1328.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/499.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/734.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/914.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/811.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/356.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/721.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/621.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/323.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/557.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/606.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1052.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/956.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/680.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1104.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/301.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/390.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/202.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/988.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/474.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/456.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/426.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1358.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/128.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/898.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1006.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/342.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/141.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/425.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1160.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/87.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1064.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1109.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/583.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1301.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/761.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/132.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1316.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1003.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/593.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/79.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1336.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1053.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/19.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/221.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/291.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/780.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/194.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/806.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/773.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/949.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1018.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1290.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/765.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/417.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/174.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/139.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/748.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/718.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/541.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/941.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1218.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1258.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1207.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1202.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1075.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1322.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/552.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/618.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/357.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1035.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/304.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/189.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/99.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/493.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1266.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/900.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/284.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/483.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/902.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1312.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/408.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1024.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/406.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/480.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/714.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/351.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1268.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/874.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/727.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/651.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/248.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1126.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/365.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1276.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/249.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/605.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1303.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/3.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1264.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/124.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/659.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1267.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/724.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1158.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/960.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/567.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1070.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/912.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1063.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/926.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/109.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1111.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/953.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/577.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/416.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/738.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/719.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1179.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/617.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1230.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1255.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/620.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/838.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/884.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/530.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/809.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/492.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1061.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1097.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1212.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/695.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/434.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/622.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1313.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/755.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1046.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/438.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/198.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1090.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1022.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1043.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/421.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/103.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/614.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/610.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/904.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/150.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/832.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/209.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/271.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/853.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/633.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/837.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/518.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/905.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/386.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/113.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1243.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1088.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1220.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/4.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/519.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1189.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/97.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/349.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/604.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1215.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/439.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1031.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1271.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/696.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/92.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/157.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1002.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1221.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1286.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/787.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/673.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/413.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/325.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/52.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/231.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/536.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/709.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/699.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1028.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1238.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/451.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/346.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/266.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/862.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/782.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1073.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/467.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/984.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/762.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1017.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/792.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/970.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/697.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/447.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1236.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/558.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1121.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/528.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/1124.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/449.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/704.jpg,2
/home/marcelo/Downloads/v1_cam1_no_split/Talk Left/544.jpg,2
